year,title,imdbRating,ratingCount,duration
1994,Kickboxer 4: The Aggressor (1994),3.9,2140,5400
1993,Killing Zoe (1993),6.5,15751,5760
1994,Lassie - Freunde fürs Leben (1994),5.8,3038,5640
1994,Die letzte Verführung (1994),7.2,12959,6600
1994,Legenden der Leidenschaft (1994),7.5,87495,7980
1994,Leprechaun II - Der Killerkobold kehrt zurück (1994),4.2,4834,5100
1994,Kleiner Trainer ganz groß (1994),6,6642,7140
1939,Der große Bluff (1939),7.7,6596,5640
1994,Kleine Giganten (1994),6.2,15511,6420
1994,Little Odessa - Eiskalt wie der Tod (1994),6.8,4818,5880
1994,Betty und ihre Schwestern (1994),7.3,30612,6900
1994,Main Khiladi Tu Anari (1994),6.4,1189,10500
1994,Die Indianer von Cleveland II (1994),5.4,17412,6300
1995,Auf Kriegsfuß mit Major Payne (1995),6,17908,5700
7620,Maverick - Den Colt am Gürtel\,http://www.imdb.com/title/tt0110478/,7,67007
1939,Herr des Wilden Westens (1939),7.2,2730,6780
1994,Das Wunder von Manhattan (1994),6.3,15823,6840
1994,Mohra (1994),6.8,1663,10620
1994,Das Monster (1994),7.5,6224,6720
1994,Music for the Movies: Tôru Takemitsu (TV Movie 1994),8.1,48,3480
1994,Stumme Zeugin (1994),6.8,3848,5700
1994,My Girl 2 - Meine große Liebe (1994),5,12439,5940
1994,Die nackte Kanone 33 1/3 (1994),6.4,61818,4980
1939,The Face at the Window (1939),6.2,185,4200
1994,Die unendliche Geschichte III - Rettung aus Phantasien (1994),3,7024,5700
1994,Flucht aus Absolom (1994),6,13918,7080
1994,North (1994),4.4,10082,5220
1994,Auf brennendem Eis (1994),4.2,15038,6060
1994,Der Pagemaster - Richies fantastische Reise (1994),5.8,12472,4800
1994,Police Academy 7 - Mission in Moskau (1994),3.1,21296,4980
1994,Prince of Jutland (1994),5.9,1402,6180
1994,Prinzessin Caraboo (1994),5.9,1985,5820
1994,Rave Review (1994),4.5,20,5520
1994,Reality bites - Voll das Leben (1994),6.6,30403,5940
1994,Die Bartholomäusnacht (1994),7.5,11718,9540
1994,Am wilden Fluß (1994),6.3,27812,6480
1940,Gaslicht (1940),7.5,2178,5040
1994,Puppet Masters - Bedrohung aus dem All (1994),5.8,6069,6540
1994,Romeo & Juliet (TV Movie 1994),7.1,43,4860
1994,Serial Mom - Warum läßt Mama das Morden nicht? (1994),6.6,17826,5700
1994,Shadow und der Fluch des Khan (1994),5.9,16100,6480
1993,Der Mord der unschuldigen Kinder (1993),5.2,707,6240
1994,The Specialist (1994),5.4,39922,6600
1994,Die Summe der Gefühle (1994),7.4,3863,6000
1994,Tötet ihn! (1994),6.1,7199,5760
1994,Satanstango (1994),8.5,4802,27000
1994,La teta y la luna (1994),6.5,2063,5400
6840,Auf Wiedersehen\,http://www.imdb.com/title/tt0031385/,7.7,7088
1994,That's Entertainment! III (1994),7.6,896,7200
10041,Einsam\,einsam zweisam dreisam,http://www.imdb.com/title/tt0111418/,6.2
1994,Schneesturm im Paradies (1994),5.9,8358,6660
1994,Trollsyn (1994),6.8,87,5580
1994,Drunken Master (1994),7.6,28835,6120
1994,Freddy's New Nightmare (1994),6.4,29936,6720
1994,Wolf - Das Tier im Manne (1994),6.1,37412,7500
1994,Wyatt Earp - Das Leben einer Legende (1994),6.6,27960,11460
1994,Wing Chun (1994),7.1,2243,5760
1994,Quer durch den Olivenhain (1994),7.8,2821,6180
1991,Æon Flux (TV Series 1991– ),7.8,3227,1800
1994,All That (TV Series 1994–2005),7.6,4089,1800
1995,Caroline in the City (TV Series 1995–1999),6.2,1911,1380
1800,Dr. Katz\,http://www.imdb.com/title/tt0111942/,7.4,3355
1995,Ein Witzbold namens Carey (TV Series 1995–2004),6.9,10530,1800
1995,Father Ted (TV Series 1995–1998),8.7,18532,1500
1995,Freakazoid! (TV Series 1995–1997),7.7,4800,1800
1995,Für alle Fälle Stefanie (TV Series 1995–2004),2.8,77,2700
1995,Hercules (TV Series 1995–1999),6.5,16906,3600
1995,Hollyoaks (TV Series 1995– ),5.4,2561,1800
1939,Damals in Hollywood (1939),6.5,242,5820
1995,J.A.G. - Im Auftrag der Ehre (TV Series 1995–2005),6.4,11521,3600
1995,Streets of Laredo (TV Mini-Series 1995),7.3,1101,18000
1995,Mad TV (TV Series 1995–2009),7.1,6178,3600
1995,Die Maske (TV Series 1995–1997),7,6835,1800
1995,Mr. Show with Bob and David (TV Series 1995–1998),8.6,5127,1620
1995,NewsRadio (TV Series 1995–1999),7.9,9436,1380
1995,Outer Limits - Die unbekannte Dimension (TV Series 1995–2002),7.7,7038,2640
1995,Pinky und der Brain (TV Series 1995–1998),8,16780,1800
1995,Stolz und Vorurteil (TV Mini-Series 1995),9.2,38000,3300
1995,Shin Seiki Evangerion (TV Series 1995–1996),8.6,17715,1800
1995,Sliders - Das Tor in eine fremde Dimension (TV Series 1995–2000),7.4,10735,3600
1995,Space (TV Series 1995–1996),7.6,5622,3600
1994,New Spiderman (TV Series 1994–1998),8.3,10285,1800
1995,The Sylvester & Tweety Mysteries (TV Series 1995–2001),7.1,1004,1800
1995,Abenteuer mit Timon und Pumbaa (TV Series 1995–1998),7.1,4297,1800
1995,Xena (TV Series 1995–2001),6.7,24919,2700
1995,Tom und Huck (1995),5.7,6027,5820
1939,Idiot's Delight (1939),6.6,771,6420
1995,Little Panda (1995),5.7,2499,5040
6840,Hallo\,http://www.imdb.com/title/tt0112346/,6.8,38127
1995,Engel und Insekten (1995),6.9,3493,6960
1995,Assassins - Die Killer (1995),6.2,50681,7920
1995,Angriff der Schnullerbrigade (1995),5.6,3696,5640
1995,Bad Boys - Harte Jungs (1995),6.8,129852,7080
1919,The Delicious Little Devil (1919),7.2,638,3780
1995,Ein unschlagbares Team (1995),5.4,5596,6000
1995,Bikini Drive-In (1995),3.2,484,5160
1995,Billy Madison - Ein Chaot zum Verlieben (1995),6.4,83884,5340
1996,Bloodsport 2 - Die nächste Herausforderung (1996),4.7,2046,5400
1995,Die Brady Family (1995),5.8,15280,5400
1995,Carnosaurus - Attack of the Raptors (1995),3.1,1242,4980
1995,Gefangen in der Traumfabrik (1995),7.7,4475,6120
1939,Jesse James - Mann ohne Gesetz (1939),7.1,2507,6360
1995,Neuseeland: Kino der Unruhe (1995),6.4,104,3120
1995,Wallace & Gromit unter Schafen (1995),8.3,24229,1800
1995,Clueless - Was sonst! (1995),6.7,88223,5820
1995,Congo - Wo der Mensch zur bedrohten Art wird (1995),4.9,29521,6540
1995,Crimson Tide - In tiefster Gefahr (1995),7.3,67540,6960
1995,Curtis's Charm (1995),5,185,4440
1939,Der Tag bricht an (1939),7.8,3473,5160
1995,Die Piratenbraut (1995),5.6,18295,7440
1995,Dao (1995),7.2,2072,6300
1995,Dead Man Walking - Sein letzter Gang (1995),7.6,63234,7320
1995,100 ans de cinéma: Deux fois 50 ans de cinéma français (TV Movie 1995),6.8,221,3060
1995,Dilwale Dulhania Le Jayenge (1995),8.4,25731,11340
1939,Die kleine Prinzessin (1939),7.3,3395,5580
1995,Dracula - Tot aber glücklich (1995),5.7,24019,5280
1995,Fallen Angels (1995),7.7,12381,5760
1995,El día de la bestia (1995),7.6,9917,6180
1995,Das Empire Team (1995),6.7,32109,5400
1995,Ein Geschenk des Himmels - Vater der Braut 2 (1995),5.8,22042,6360
1995,Mein blühendes Geheimnis (1995),7.1,6658,6180
1995,Silvester in fremden Betten (1995),6.7,62737,5880
1995,Free Willy 2 - Freiheit in Gefahr (1995),4.8,10870,5700
1995,French Kiss (1995),6.5,32910,6660
1939,Ein ideales Paar (1939),6.5,1872,5520
1995,Friday (1995),7.3,55953,5460
1997,Future War (Video 1997),1.7,3325,5400
1995,Gei ba ba de xin (1995),6.6,3457,6240
1995,Schnappt Shorty (1995),6.9,55224,6300
1995,Gonin (1995),7,1705,6540
1995,Der dritte Frühling (1995),6.5,16124,6060
1995,Halloween - Der Fluch des Michael Myers (1995),4.9,15934,5280
1995,Eine unheimliche Familie zum Schreien (TV Movie 1995),4.9,350,5760
1995,In der Bronx ist die Hölle los (1995),6.7,23066,6240
1995,Eins und eins macht vier (1995),5.6,12413,6060
1939,Ninotschka (1939),8,11889,6600
1995,Vernetzt (1995),5.5,49134,5760
1995,Jumanji (1995),6.8,140562,6240
1995,Chaos! Schwiegersohn Junior im Gerichtssaal (1995),3.9,5481,5280
1995,Karan Arjun (1995),7,6180,10500
1995,Knightskater - Ritter auf Rollerblades (1995),4.7,3831,5340
1995,Kids (1995),7,48529,5460
1939,Von Mäusen und Menschen (1939),7.7,3687,6360
1995,Der Kopf des Mohren (1995),7.1,88,7200
1995,Last Supper - Die Henkersmahlzeit (1995),6.8,11125,5520
1995,Peking Express (TV Movie 1995),5.6,966,6060
1996,Libertarias (1996),7.1,1022,7500
1995,Living in Oblivion - Total abgedreht (1995),7.5,11088,5400
1995,Liz Taylor Story (TV Movie 1995),6.5,242,12600
1995,Lord of Illusions (1995),6,9426,6540
1995,Love Letter (1995),8,3870,7020
1995,Das Licht der Illusion (1995),7.7,2180,6600
1995,Mall Rats (1995),7.2,84822,5640
1995,Les misérables (1995),7.5,2993,10500
1919,Don't Change Your Husband (1919),8,861,4260
1995,Money Train (1995),5.5,27590,6600
1995,Mr. Holland's Opus (1995),7.3,26911,8580
1995,Neun Monate (1995),5.4,25308,6180
1995,Now & Then - Damals und heute (1995),6.7,18333,6000
1995,On Your Mark (1995),7.7,2502,420
1995,Once Upon a Time... When We Were Colored (1995),7.3,389,6900
1939,Mädchenhändler (1939),6.9,113,6660
1995,Othello (1995),7,6378,7380
4440,Hubi\,http://www.imdb.com/title/tt0114108/,5.5,2281
1995,Jane Austens Verführung (1995),7.7,7571,6420
1995,Restoration - Zeit der Sinnlichkeit (1995),6.7,6716,7020
1939,Günstling einer Königin (1939),7.3,3228,6360
1995,Rumpelstiltskin (1995),4.3,1494,5220
1995,Sabse Bada Khiladi (1995),5.8,614,
1995,Sabrina (1995),6.2,25396,7620
1995,Schwarze Tage (TV Movie 1995),,,5700
1995,Screamers - Tödliche Schreie (1995),6.4,17076,6480
1990,Secret Agent OO Soul (1990),2.8,107,
1939,Nacht über Indien (1939),7,1020,6180
1995,Chaos unterm Korb (Video 1995),4.6,1353,5580
1995,Species (1995),5.8,52435,6480
1995,Ritter der Dämonen (1995),6.7,14104,5520
1939,Die wilden Zwanziger (1939),7.9,7558,6360
1995,To Die For (1995),6.8,30162,6360
17478,To Wong Foo\,to wong foo thanks for everything julie newmar,http://www.imdb.com/title/tt0114682/,6.2
1995,Die Affäre von Rimbaud und Verlaine (1995),6.5,8415,6660
1995,Alles kein Problem (1995),7.2,3116,6300
1995,Alarmstufe - Rot 2 (1995),5.3,30925,6000
1995,Die Kehrseite der Medaille (1995),6.3,2180,5940
1995,Vampire in Brooklyn (1995),4.4,14516,6000
1995,Venus Rising (1995),3.3,377,5460
1995,Viaggi di nozze (1995),6.4,1094,6180
1995,Das Dorf der Verdammten (1995),5.5,17745,5940
1995,Waiting to Exhale - Warten auf Mr. Right (1995),5.5,6265,7440
1995,Dem Himmel so nah (1995),6.6,20386,6120
1995,Willkommen im Tollhaus (1995),7.5,22944,5280
1995,Während du schliefst (1995),6.6,57834,6180
1996,Hinterm Mond gleich links (TV Series 1996–2001),7.8,30342,3600
1996,Beast Wars: Transformers (TV Series 1996–1999),8.2,5307,1800
1995,Kino Europa - Die Kunst der bewegten Bilder (TV Mini-Series 1995),8,289,20880
1996,The Daily Show (TV Series 1996– ),8.9,19901,1800
1996,Dark Skies - Tödliche Bedrohung (TV Series 1996–1997),7.7,1154,3600
1996,Dexters Labor (TV Series 1996–2003),8.1,20255,1800
1939,Der Spion in Schwarz (1939),7,865,4920
1996,Allein gegen die Zukunft (TV Series 1996–2000),7.5,8182,3600
1996,Alle lieben Raymond (TV Series 1996–2005),7.2,38539,1380
1996,Gargoyles: The Goliath Chronicles (TV Series 1996–1997),7.6,511,1800
1996,Gullivers Reisen (TV Movie 1996),7,4598,11160
1996,Hey Arnold! (TV Series 1996–2004),7.8,16288,900
1996,Dead Man's Walk - Weg der Verdammten (TV Mini-Series 1996),7.3,928,16320
1996,Nash Bridges (TV Series 1996–2001),6.9,3841,3600
1996,Never Mind the Buzzcocks (TV Series 1996– ),8.4,2419,1800
1996,Sabrina - total verhext (TV Series 1996–2003),6.5,19417,1320
1996,Der Sentinel - Im Auge des Jägers (TV Series 1996–1999),6.7,1017,2700
1996,Chaos City (TV Series 1996–2002),7.4,18263,1800
1996,Superman (TV Series 1996–2000),8.2,6266,1800
1996,Titanic (TV Movie 1996),5.9,3225,10380
1996,101 Dalmatiner (1996),5.6,58103,6180
1996,Im Auftrag der Liebe (1996),4.2,852,
1996,Beautiful Girls (1996),7.3,23551,6720
1996,Beavis & Butthead machen's in Amerika (1996),6.7,37166,4860
1918,Ich möchte kein Mann sein (1918),7,542,2700
1938,Topper geht auf Reisen (1938),6.7,606,5400
1996,Das Rosenbett (1996),6,6032,5220
1996,Black Sheep - Schwarzes Schaf mit weißer Weste (1996),6.1,25006,5220
1996,Brassed Off - Mit Pauken und Trompeten (1996),7.1,14318,6420
1996,Operation - Broken Arrow (1996),5.9,67406,6480
1939,Der Henker von London (1939),6.8,1006,5520
1996,Bulletproof - Kugelsicher (1996),5.8,25225,5040
1993,Cannibal! The Musical (1993),7.3,9109,5700
1996,Das große Basketball-Kidnapping (1996),5.1,7584,5460
1996,Außer Kontrolle (1996),5.5,34722,6420
1996,Die Kammer (1996),5.9,9199,6780
1996,Der Hexenclub (1996),6.2,46458,6060
1996,The Crow: Die Rache der Krähe (1996),4.4,13031,5040
1996,Darkman III - Das Experiment (Video 1996),4.7,2206,5220
1996,Daylight (1996),5.8,43502,6840
1996,Doctor Who (TV Movie 1996),6.3,6007,5340
1996,Mission - Rohr frei! (1996),5.9,14444,5520
1997,Drive - Keiner schlägt härter (1997),6.9,3736,6000
1996,Dunston - Allein im Hotel (1996),5.2,8362,5280
1996,Jane Austens Emma (1996),6.9,22430,7260
1996,Der Bandit (1996),8.7,23085,7680
1996,Evita (1996),6.3,26125,8100
1996,Einsame Entscheidung (1996),6.4,35287,7980
1996,Auge um Auge (1996),6.1,7852,6060
1996,Der Fan (1996),5.8,33157,6960
1996,Fear - Wenn Liebe Angst macht (1996),6.1,26842,5820
1996,Feeling Minnesota (1996),5.4,8133,5940
1996,Fire - Wenn die Liebe Feuer fängt (1996),7.3,4139,6480
1996,Mr. Präsident Junior (1996),5,6315,6060
1996,Der Club der Teufelinnen (1996),6.1,26200,6180
1939,Stürmische Höhen (1939),7.8,10916,6240
1996,Flipper (1996),5.1,6720,5700
1996,Freeway (1996),6.9,20128,6600
1996,From Dusk Till Dawn (1996),7.3,169389,6480
1996,Das Begräbnis (1996),6.6,6159,5940
1996,Get on the Bus (1996),6.8,3609,7200
1996,Ghatak: Lethal (1996),7,1102,9480
1996,Girl 6 (1996),5,4568,6480
1939,Erzählung von den späten Chrysanthemen (1939),7.8,1540,8520
1996,Glimmer Man (1996),5.3,13212,5460
1996,Great white Hype - Eine K.O.mödie (1996),5.4,6663,5460
1996,Auf dem Spielfeld ist die Hölle los (TV Movie 1996),5.3,110,5580
1996,Happy Gilmore - Ein Champ zum Verlieben (1996),7,118799,5520
1996,Kopf über Wasser (1996),6,5822,5520
1996,High School High (1996),5.4,9534,5160
1996,Hausarrest (1996),5.6,5698,6480
1996,Hype! (1996),7.8,1532,5040
1996,Jack (1996),5.7,37554,6780
1996,Jeet (1996),5.2,859,10800
1940,Das Glück in der Glaskugel (1940),7.7,2641,8460
1996,Joes Apartment - Das große Krabbeln (1996),5.3,9135,4800
1996,Nicht schuldig (1996),5.5,12213,7080
1996,Wolken ziehen vorüber (1996),7.7,4065,5760
1996,Der Gefangene der Berge (1996),7.7,3008,5940
1996,Kingpin - Zwei Trottel auf der Bowlingbahn (1996),6.9,53078,6780
1996,Kolja (1996),7.8,10860,6300
1996,Die dicke Vera (1996),5.5,4570,5580
1940,Angels Over Broadway (1940),6.7,538,4740
1996,Lilies - Les feluettes (1996),7.7,2014,5700
1996,Tödliche Weihnachten (1996),6.7,52052,7260
1996,Ma jiang (1996),7.6,550,7260
1996,Marlon Brando: The Wild One (TV Movie 1996),7.6,65,3000
1996,Mars Attacks! (1996),6.3,140693,6360
1996,Marvins Töchter (1996),6.7,16326,5880
1996,Maximum Risk (1996),5.3,13326,6060
1920,Das Cabinet des Dr. Caligari (1920),8.1,29379,4680
1940,Der Bankdetektiv (1940),7.4,4648,4320
1996,Mikrokosmos - Das Volk der Gräser (1996),7.9,8030,4800
1996,Vier lieben dich (1996),5.9,21165,7020
1996,Muppets - Die Schatzinsel (1996),6.9,12737,5940
1996,Mystery Science Theater 3000: The Movie (1996),7.5,13836,4380
1996,Nitrato d'argento (1996),6.6,77,5220
1940,Der Draufgänger (1940),7.1,1841,7140
1996,Der verrückte Professor (1996),5.5,69957,5700
1996,Tage wie dieser... (1996),6.4,31847,6480
5520,Kleine Gangster\,http://www.imdb.com/title/tt0117284/,6.6,2036
1996,Pikunikku (1996),7.4,1020,4320
1996,La promesse (1996),7.8,3858,5400
1997,Retroactive - Gefangene der Zeit (1997),6.4,3576,5460
1996,Santa Claus mit Muckis (1996),2.3,7341,5820
1997,Der perfekte Kreis (1997),8.1,1108,6600
1996,Scream - Schrei! (1996),7.2,179802,6180
1996,Joseph Conrads Der Geheimagent (1996),5.8,1698,5700
1996,Immer Ärger mit Sergeant Bilko (1996),5.6,15517,5580
1996,Eine für's Leben (1996),6.1,12178,5760
1996,Shine - Der Weg ans Licht (1996),7.7,37646,6300
1996,Sling Blade - Auf Messers Schneide (1996),8.1,62233,8100
1940,A Door Will Open (1940),7,11,660
1996,Mütter & Söhne (1996),7.4,1876,6720
1996,Manchmal kommen sie wieder 2 (Video 1996),3.6,2275,5880
1996,Space Jam (1996),6.1,80027,5280
1996,Special Effects: Anything Can Happen (1996),6.9,167,2400
1996,Agent 00 - Mit der Lizenz zum Totlachen (1996),5.2,24376,4860
1996,Gefühl und Verführung (1996),6.6,17132,7080
1996,Striptease (1996),4.2,29602,6900
5640,Mr. Nice Guy - Erst kämpfen\,http://www.imdb.com/title/tt0117786/,6.1,16217
1996,Swingers (1996),7.4,56034,5760
1996,That Thing You Do! (1996),6.8,43358,6480
1996,Tierra (1996),7.4,2815,7500
5700,Trees Lounge - Die Bar\,http://www.imdb.com/title/tt0117958/,7.2,10125
1940,Fantasia (1940),7.8,58340,7500
1996,Lügen haben lange Beine (1996),6.3,20482,5820
1996,Tu Chor Main Sipahi (1996),5,462,
1996,Diebe der Nacht (1996),7,1487,7020
1996,When We Were Kings - Einst waren wir Könige (1996),8,10646,5280
1996,Sturm in den Weiden (1996),6.3,2142,5280
1997,Ally McBeal (TV Series 1997–2002),6.8,19142,2700
1997,Batman und Robin (TV Series 1997–1999),8.5,3191,1800
1995,Cow and Chicken - Muh-Kuh und Chickie (TV Series 1995–2004),6.7,8961,1800
1997,Daria (TV Series 1997–2001),7.9,15725,1800
1998,Dawsons Creek (TV Series 1998–2003),6.5,22403,3600
1997,Dharma & Greg (TV Series 1997–2002),6.3,19885,1800
1997,Histoire(s) du cinéma: Seul le cinéma (Video 1997),7.3,460,1560
1997,The Hunger (TV Series 1997–2000),6.3,485,1440
1940,Marx Brothers - Go West (1940),6.9,3256,4800
1997,Johnny Bravo (TV Series 1997–2004),7.5,17304,1800
1997,King of the Hill (TV Series 1997–2010),7.2,29993,1800
1997,Inspector Barnaby (TV Series 1997– ),7.7,11288,6000
1997,Smart Guy (TV Series 1997–1999),7.5,2909,1800
1997,Timecop (TV Mini-Series 1997),6.8,255,3600
1997,The Weird Al Show (TV Series 1997–1998),7.8,365,1800
1997,Vier kleine Mädchen (1997),7.8,1847,6120
1997,Absolute Power (1997),6.7,33034,7260
1997,Air Bud - Champion auf 4 Pfoten (1997),5,10672,5880
1997,Air Force One (1997),6.4,121586,7440
1997,American Werewolf in Paris (1997),5.1,16805,6300
1997,Amistad - Das Sklavenschiff (1997),7.2,46523,9300
1997,Anaconda (1997),4.5,59541,5340
1998,Der Musterschüler (1998),6.7,25557,6660
1997,Bent (1997),7.3,5223,6300
1997,Die Kampfwurst - Beverly Hills Ninja (1997),5.4,25363,5280
1940,Das Herz der Königin (1940),6.4,44,6720
1998,Blues Brothers 2000 (1998),4.8,21045,7380
1997,Border (1997),7.8,3490,10560
1997,Ein Fall für die Borger (1997),5.8,13934,5340
1998,Buffalo '66 (1998),7.5,31252,6600
1998,Bulworth (1998),6.9,20092,6480
1997,Der Schlächterbursche (1997),7.2,7139,6600
1997,Cannes... les 400 coups (TV Movie 1997),5.9,20,
4500,Danny\,http://www.imdb.com/title/tt0118829/,6.9,4847
1998,Der Chaotenboss (1998),2.3,4501,5520
2003,The Manson Family (2003),5.4,2350,5700
7620,Schwarze Katze\,http://www.imdb.com/title/tt0118843/,8.2,32435
1998,Lebende Ziele (1998),6.6,8837,6240
1997,Fletchers Visionen (1997),6.7,60835,8100
1997,Cop Land (1997),6.9,59050,6240
1998,Gefährliche Schönheit - Die Kurtisane von Venedig (1998),7.3,10800,6660
1997,Gangland - Cops unter Beschuß (1997),6.7,4843,6120
5820,Dancer\,http://www.imdb.com/title/tt0118925/,6.7,2146
1997,Dante's Peak (1997),5.8,50945,6480
1998,Deep Rising (1998),6,23190,5820
1997,Déjà Vu (1997),7,638,7020
1997,Ärger im Gepäck (1997),5.2,9526,6060
1997,Fremde Wesen (1997),6.5,4029,5940
1998,Dämon (1998),7,47410,7440
1997,Wilde Kreaturen (1997),6.3,16786,5580
1997,Flubber (1997),4.9,44413,5580
1997,Free Willy 3 - Die Rettung (1997),4.4,5961,5160
1997,George - Der aus dem Dschungel kam (1997),5.4,46978,5520
1997,Switchback - Gnadenlose Flucht (1997),6.4,8423,7080
1997,Der $100.000 Fisch (1997),4.6,7223,5640
1997,Hamam - Das türkische Bad (1997),7,4471,5640
1997,Highball (1997),6.3,485,
1998,Der Pferdeflüsterer (1998),6.5,27942,10200
1940,The Man I Married (1940),6.9,121,4620
1997,The House of Yes (1997),6.7,5968,5100
6000,Ich weiß\,http://www.imdb.com/title/tt0119345/,5.6,87178
1997,Der Eissturm (1997),7.5,41647,6720
1997,In & Out - Rosa wie die Liebe (1997),6.3,28850,5400
1997,Iruvar (1997),7.9,1644,8400
1997,Judwaa (1997),5.8,2139,8280
6300,Aus dem Dschungel\,http://www.imdb.com/title/tt0119432/,5,15357
5160,Kiss Me\,http://www.imdb.com/title/tt0119465/,6.1,1702
1997,Knockin' on Heaven's Door (1997),8,15879,5220
5700,Kull\,http://www.imdb.com/title/tt0119484/,4.8,5844
1997,Letztes Gefecht am Saber River (TV Movie 1997),6.9,788,5760
1997,Wie ich zum ersten Mal Selbstmord beging (1997),5.9,1536,5520
1997,Leather Jacket Love Story (1997),6,329,5100
1997,Der Dummschwätzer (1997),6.8,163856,5160
1919,Opium (1919),6.3,29,6720
1997,Lebe lieber ungewöhnlich (1997),6.4,27282,6180
1997,Ins Gelobte Land (1997),7.3,466,7200
1998,L.A. Without a Map (1998),6.3,1705,6420
1997,Liebe! Stärke! Mitgefühl! (1997),6.9,2474,6480
1997,Macbeth (1997),4.8,161,7740
1997,Mad City (1997),6.2,14713,6900
1998,Im Zwielicht (1998),6.2,7268,5640
1940,Night Train to Munich (1940),7.3,2255,5700
1997,Metro - Verhandeln ist reine Nervensache (1997),5.4,18159,7020
1998,Les Misérables (1998),7.5,27971,8040
1997,Moe no suzaku (1997),8.3,583,5700
1997,Mommy's Day (1997),5.2,135,5280
1997,Mortal Kombat 2 - Annihilation (1997),3.6,30442,5700
1997,Mäusejagd (1997),6.3,35458,5580
1940,Die scharlachroten Reiter (1940),6.6,878,7560
1997,Mr. Magoo (1997),3.8,10686,5220
1997,Mrs Dalloway (1997),6.9,2309,5820
1997,Die Hochzeit meines besten Freundes (1997),6.3,80048,6300
1997,Freeze - Alptraum Nachtwache (1997),6.2,14004,6060
1997,Nil by Mouth (1997),7.4,6000,7680
1997,Nix zu verlieren (1997),6.7,31472,5880
1997,Das Leben ist ein Chanson (1997),7.3,2925,7200
1940,One Night in the Tropics (1940),6.9,1095,4920
1997,Weg aus der Hölle (1997),6.8,3699,7320
1997,Projekt: Peacemaker (1997),5.9,41074,7440
1998,Phantoms (1998),5.3,14006,5760
1997,Der gebuchte Mann (1997),5.4,13195,6300
1997,Winnie Puuh auf großer Reise - Die Suche nach Christopher Robin (Video 1997),6.9,2528,4560
1998,Mit aller Macht (1998),6.7,21941,8580
1997,Romy und Michele (1997),6.1,28957,5520
1996,Ruth Orkin: Frames of Life (1996),6.5,13,1080
1997,Der Schlangenkuss (1997),5.9,1196,6240
1997,Shooting Fish (1997),6.6,6359,6540
1998,Sie liebt ihn - sie liebt ihn nicht (1998),6.8,46140,5940
1998,Star Force Soldier (1998),5.9,39660,5940
1997,Die unsichtbare Falle (1997),7.3,17010,6600
1997,Spawn (1997),5.2,45341,5760
1997,Steel - Der stählerne Held (1997),2.7,7384,5820
1997,Stjerner uden hjerner (1997),2.2,2184,4740
1997,Suicide Kings (1997),7,20256,6360
1997,Sunday (1997),7.1,550,5460
1998,Smoke Signals (1998),7.2,7340,5340
1997,Noch dümmer (1997),5.7,4742,5880
1997,Die schrillen Vier in Las Vegas (1997),5.9,25440,5580
1999,Virus - Schiff ohne Wiederkehr (1999),4.8,19598,5940
1997,Volcano - Heisser als die Hölle (1997),5.4,48753,6240
1997,Waco: The Rules of Engagement (1997),8.1,2350,8160
1997,Agent Null Null Nix (1997),6.6,19668,5640
1998,Waterboy - Der Typ mit dem Wasserschaden (1998),6,94330,5400
1997,Die Flügel der Taube (1997),7.1,7666,6120
1940,San Giovanni decollato (1940),6.5,104,5340
1997,Zeus & Roxanne (1997),5.1,1977,5880
1997,Ziddi (1997),5.5,679,10200
1998,All the Little Animals (1998),7.1,2038,6720
1998,Armageddon - Das jüngste Gericht (1998),6.6,261661,9060
1998,Schweinchen Babe in der großen Stadt (1998),5.8,19758,5820
1919,What Every Woman Learns (1919),,,
1998,Menschenkind (1998),5.8,5566,10320
1999,Beowulf (1999),3.9,8675,5700
1998,Blade (1998),7.1,149951,7200
1998,Deep Impact (1998),6.1,116333,7200
1940,Das Haus der sieben Sünden (1940),7,727,5220
1998,Der Staatsfeind Nr. 1 (1998),7.3,158854,7920
1998,Everest - Gipfel ohne Gnade (1998),7.2,2212,2640
1998,Godzilla (1998),5.3,128433,8340
1998,Seite an Seite (1998),6.6,37298,7440
1998,Strike - Mädchen an die Macht! (1998),6.7,4977,5820
1998,Halloween H20 - 20 Jahre später (1998),5.6,40810,5160
1999,From Dusk Till Dawn 3: The Hangman's Daughter (Video 1999),4.8,7907,5640
1998,Hard Rain (1998),5.8,23450,5820
1998,Der Meisterdieb von Dublin (1998),7.3,5880,7440
1999,Jenseits der Träume (1999),5.4,10029,6000
1998,Babylon 5: Der erste Schritt (TV Movie 1998),7.7,4879,5640
1998,Die Legende vom Ozeanpianisten (1998),8.1,31638,9900
1998,Lost in Space (1998),5,51585,7800
1998,Zweite Liga - Die Indianer von Cleveland sind zurück (1998),4.4,4952,6000
1998,Die Maske des Zorro (1998),6.7,110376,8160
2000,The Million Dollar Hotel (2000),5.9,16935,7320
1999,Der Onkel vom Mars (1999),4.9,9389,5640
1998,A Night at the Roxbury (1998),6.2,42268,4920
1998,Liebe in jeder Beziehung (1998),6,13516,6660
1940,Goldschmuggel nach Virginia (1940),6.8,1273,6300
1998,Das Gegenteil von Sex (1998),6.5,17151,6300
1998,Palmetto (1998),5.9,6113,6840
1998,Senseless (1998),5.9,8925,5580
1998,Species II (1998),4.2,19873,5580
1940,Der Westerner (1940),7.5,2969,6000
